"","x"
"2678","IL20"
"2679","C15orf62"
"2680","PLPP1"
"2681","SLC16A10"
"2682","ANGPTL4"
"2683","OTOF"
"2684","TRPV3"
"2685","ODC1"
"2686","C1orf61"
"2687","DGKB"
"2688","TNS4"
"2689","LRATD1"
"2690","AC099489.1"
"2691","CITED4"
"2692","KLRF1"
"2693","KREMEN2"
"2694","OR52N4"
"2695","SLC2A1"
"2696","TRGJP2"
"2697","ADGRB1"
"2698","TCP11L2"
"2699","HRH4"
"2700","LAMB1"
"2701","PNMT"
"2702","COL19A1"
"2703","CNR2"
"2704","SPINK2"
"2705","SERPINA12"
"2706","SPIC"
"2707","PPP1R12B"
"2708","ALDH3A1"
"2709","GRIK1"
"2710","AKR1C2"
"2711","FGF9"
"2712","GFRA3"
"2713","GSN"
"2714","LAMB4"
"2715","SIGLEC5"
"2716","ZDHHC13"
"2717","SYNPO2L"
"2718","SCUBE1"
"2719","RASGEF1C"
"2720","GPR37L1"
"2721","QSOX1"
"2722","SALL3"
"2723","CCL16"
"2724","PLAAT2"
"2725","TOB1"
"2726","PLA2G3"
"2727","CLEC4E"
"2728","PITX1"
"2729","GPR182"
"2730","RAC2"
"2731","CDX1"
"2732","AQP3"
"2733","RNF157"
"2734","ALS2CL"
"2735","ITPR2"
"2736","COL26A1"
"2737","PDZK1IP1"
"2738","FAM83D"
"2739","RDH13"
"2740","FOLH1"
"2741","GPAT3"
"2742","PRDM8"
"2743","C1orf116"
"2744","GPR18"
"2745","CRACR2B"
"2746","NOS3"
"2747","NR5A2"
"2748","LIPE"
"2749","FERMT1"
"2750","SLC14A1"
"2751","RCAN2"
"2752","S100A5"
"2753","MEGF6"
"2754","TMPRSS11F"
"2755","MAFF"
"2756","SLC34A3"
"2757","MACO1"
"2758","RBP7"
"2759","FMNL1"
"2760","ABHD17C"
"2761","TUFT1"
"2762","EDNRA"
"2763","NLRP6"
"2764","PTPRR"
"2765","CCNB1"
"2766","MMP14"
"2767","RASGEF1A"
"2768","MYB"
"2769","GLB1L2"
"2770","PTCH2"
"2771","SMIM6"
"2772","SAMHD1"
"2773","NECTIN4"
"2774","HSD11B1"
"2775","ATP10B"
"2776","NREP"
"2777","SULF2"
"2778","PLK2"
"2779","SPTB"
"2780","CASP5"
"2781","RNF144B"
"2782","CLDND2"
"2783","COL10A1"
"2784","MYO5B"
"2785","MAPK4"
"2786","PTPRZ1"
"2787","SLITRK5"
"2788","RHCE"
"2789","PTGER3"
"2790","NEURL3"
"2791","CYFIP2"
"2792","ELF5"
"2793","HAMP"
"2794","MEDAG"
"2795","MFSD12"
"2796","PNPLA3"
"2797","LRRC4B"
"2798","DIO3"
"2799","NLRC5"
"2800","CABP4"
"2801","IL12RB2"
"2802","AKR1B10"
"2803","RTP5"
"2804","PDZRN4"
"2805","KLRF2"
"2806","ELFN2"
"2807","DUSP16"
"2808","SAMD9"
"2809","FBXO45"
"2810","TGM5"
"2811","CPAMD8"
"2812","KIF19"
"2813","TCN2"
"2814","SLC4A4"
"2815","ALDH1A2"
"2816","SULT1B1"
"2817","SEMA3A"
"2818","CHST15"
"2819","CLEC12A"
"2820","CCDC158"
"2821","ITPR1"
"2822","CCL28"
"2823","DEUP1"
"2824","HIST1H2AG"
"2825","MAL2"
"2826","BTC"
"2827","LEFTY1"
"2828","C3orf20"
"2829","BMPER"
"2830","PDE1C"
"2831","F2RL3"
"2832","PTPN3"
"2833","CEND1"
"2834","AMPD1"
"2835","LHX2"
"2836","ESRRB"
"2837","SDR16C5"
"2838","DAB1"
"2839","PCDH9"
"2840","HAO2"
"2841","COL4A3"
"2842","MTSS1"
"2843","TP53BP2"
"2844","B3GALT2"
"2845","NFKBIA"
"2846","EVI2B"
"2847","LRRC26"
"2848","NSG1"
"2849","CLEC3B"
"2850","GRHL2"
"2851","DLX1"
"2852","SRPK3"
"2853","SULT1C2"
"2854","TRGJP1"
"2855","BCAS4"
"2856","NDC80"
"2857","PLCXD2"
"2858","NLRP12"
"2859","NRGN"
"2860","CAVIN1"
"2861","CDH26"
"2862","FAM162B"
"2863","GDNF"
"2864","ENTHD1"
"2865","CCDC136"
"2866","PRSS45P"
"2867","JAKMIP2"
"2868","ADRA1B"
"2869","ACER1"
"2870","TMPRSS13"
"2871","DOCK10"
"2872","LY96"
"2873","GP6"
"2874","ASB16"
"2875","F2RL2"
"2876","IRF1"
"2877","CEP55"
"2878","CCNB2"
"2879","FILIP1"
"2880","RASGRP4"
"2881","C10orf90"
"2882","TFRC"
"2883","ETV3"
"2884","NT5C3A"
"2885","CMTM3"
"2886","C4BPB"
"2887","MAFA"
"2888","UGCG"
"2889","KCNK17"
"2890","C1orf189"
"2891","FAM83F"
"2892","RASD1"
"2893","CXorf65"
"2894","COLGALT2"
"2895","PEG10"
"2896","KIF2A"
"2897","NR2F1"
"2898","CREB3L1"
"2899","KIF18B"
"2900","DACT1"
"2901","SEC14L6"
"2902","TRIM17"
"2903","CD300LB"
"2904","NKAIN3"
"2905","F10"
"2906","PHYHIP"
"2907","NEK2"
"2908","NPTX2"
"2909","LAYN"
"2910","SGK1"
"2911","TMPRSS6"
"2912","CYP27A1"
"2913","DEFB124"
"2914","LAMB2"
"2915","CREB5"
"2916","FHDC1"
"2917","RAP2B"
"2918","MUC15"
"2919","MFSD2B"
"2920","PMEPA1"
"2921","REL"
"2922","NAV3"
"2923","KLF12"
"2924","BMP2K"
"2925","TLR1"
"2926","KIF26B"
"2927","AFF2"
"2928","OAS3"
"2929","ADAT2"
"2930","HSP90B1"
"2931","GCGR"
"2932","NT5E"
"2933","PITPNM2"
"2934","DIPK1C"
"2935","UBXN10"
"2936","EDA"
"2937","ADAMTS3"
"2938","ANXA6"
"2939","MFSD6L"
"2940","RNF152"
"2941","COL9A2"
"2942","PHC1"
"2943","PLAAT5"
"2944","PHEX"
"2945","MYZAP"
"2946","ZFAND2A"
"2947","C1orf54"
"2948","SLC3A1"
"2949","BMP8A"
"2950","ATP1A2"
"2951","HMGA2"
"2952","DEF6"
"2953","PAPPA2"
"2954","SYCP2"
"2955","KY"
"2956","EDIL3"
"2957","PXN"
"2958","SH3BP5"
"2959","KANK4"
"2960","KCTD7"
"2961","KLHL31"
"2962","RHOD"
"2963","C6orf141"
"2964","MYCT1"
"2965","SLC5A10"
"2966","CACNA1E"
"2967","HDAC3"
"2968","CDCA2"
"2969","ATP1B1"
"2970","PEAK1"
"2971","ITPKB"
"2972","PALMD"
"2973","GUCY1A1"
"2974","CLECL1"
"2975","LRP1"
"2976","TMEM37"
"2977","P2RX6"
"2978","PCSK9"
"2979","SERPINB5"
"2980","CWH43"
"2981","GAS2L2"
"2982","TCTEX1D2"
"2983","EMILIN3"
"2984","FMOD"
"2985","LTC4S"
"2986","ESRRG"
"2987","BMP4"
"2988","FAM118A"
"2989","TMEM156"
"2990","PKIB"
"2991","CCND1"
"2992","ABCB1"
"2993","NGFR"
"2994","LIN7A"
"2995","ANGPTL6"
"2996","CSMD2"
"2997","ALCAM"
"2998","PLEKHF1"
"2999","TCF4"
"3000","PLEKHG6"
"3001","TMEM80"
"3002","TRPS1"
"3003","SLC4A11"
"3004","SLC5A3"
"3005","ICAM4"
"3006","LRP8"
"3007","ADCY3"
"3008","GMPR"
"3009","AFAP1L2"
"3010","TBC1D1"
"3011","BUB1"
"3012","GREM2"
"3013","ESRP2"
"3014","TMEM273"
"3015","DOCK11"
"3016","CARNS1"
"3017","GFI1"
"3018","XAF1"
"3019","CACNA2D4"
"3020","SMOX"
"3021","ULK1"
"3022","P2RY11"
"3023","AKT1S1"
"3024","ANTXR2"
"3025","STAMBPL1"
"3026","MYOCD"
"3027","FGD4"
"3028","GPX2"
"3029","JPH4"
"3030","EPCAM"
"3031","PRKAR2B"
"3032","DGKG"
"3033","MKRN3"
"3034","TSPAN13"
"3035","TOX"
"3036","RAB3B"
"3037","CLEC2B"
"3038","SMAP2"
"3039","OSMR"
"3040","MAPRE2"
"3041","PDE1A"
"3042","RNF135"
"3043","GPR20"
"3044","GFRA1"
"3045","ANK3"
"3046","GFOD1"
"3047","INCENP"
"3048","GTF2IRD1"
"3049","PRSS12"
"3050","TGFB1I1"
"3051","DRAM1"
"3052","RASL12"
"3053","ACOT7"
"3054","CYP4F3"
"3055","GMIP"
"3056","COX7A1"
"3057","ERLEC1"
"3058","RASAL1"
"3059","SPAG5"
"3060","SNAP25"
"3061","HSPA5"
"3062","RGL4"
"3063","PCSK1N"
"3064","PTGDR2"
"3065","ERICH2"
"3066","FADS2"
"3067","TMEM79"
"3068","BEST2"
"3069","PCDHA10"
"3070","PSD4"
"3071","MAPK12"
"3072","PDLIM3"
"3073","POTEM"
"3074","VGLL3"
"3075","GATA6"
"3076","CDC42BPG"
"3077","RUNX1T1"
"3078","RHOV"
"3079","ZFP90"
"3080","AHCYL2"
"3081","EVC"
"3082","GPC1"
"3083","EHD2"
"3084","MCM2"
"3085","TSPYL2"
"3086","SLC17A9"
"3087","FURIN"
"3088","CNNM2"
"3089","C2orf91"
"3090","CPEB2"
"3091","HS6ST1"
"3092","FMNL3"
"3093","HIST3H2A"
"3094","VWDE"
"3095","RHOQ"
"3096","CCER2"
"3097","VENTX"
"3098","MAP3K14"
"3099","CCN4"
"3100","TSHZ3"
"3101","DSE"
"3102","VIP"
"3103","EFCC1"
"3104","KIRREL1"
"3105","RASA3"
"3106","POPDC2"
"3107","FAM124B"
"3108","MACROD2"
"3109","TTLL7"
"3110","FSD1"
"3111","RSPO3"
"3112","CCDC50"
"3113","PPP2R2B"
"3114","ECE1"
"3115","NFKBIZ"
"3116","PGR"
"3117","FOXD2"
"3118","CCRL2"
"3119","CTNNAL1"
"3120","P4HA2"
"3121","SOCS5"
"3122","GRIA1"
"3123","COX6B2"
"3124","CAMK1G"
"3125","IKBKE"
"3126","WSCD1"
"3127","FCRLA"
"3128","HPSE2"
"3129","ZNF606"
"3130","ZGRF1"
"3131","PPP4R4"
"3132","CCDC9B"
"3133","TPRG1"
"3134","EYA1"
"3135","EEPD1"
"3136","NUP210"
"3137","BDKRB2"
"3138","MCOLN1"
"3139","CEP250"
"3140","EFNB1"
"3141","ZSWIM9"
"3142","ADH1A"
"3143","EPHB1"
"3144","LGI2"
"3145","NRXN2"
"3146","PRKCD"
"3147","SNTB1"
"3148","SVIL"
"3149","IRX4"
"3150","APOBEC3C"
"3151","ARHGAP30"
"3152","GMFG"
"3153","STAT1"
"3154","CDH2"
"3155","DDIT4L"
"3156","CEP70"
"3157","SLC4A3"
"3158","PAM"
"3159","AGER"
"3160","GIMAP1"
"3161","ERMN"
"3162","P4HA1"
"3163","NCAPG2"
"3164","SPTSSA"
"3165","MPZL2"
"3166","SUSD3"
"3167","TSC22D1"
"3168","GNRHR"
"3169","P2RY8"
"3170","TNFSF8"
"3171","MFNG"
"3172","PLPP5"
"3173","PPFIBP2"
"3174","ARHGAP33"
"3175","CARD14"
"3176","RASD2"
"3177","ATP8B2"
"3178","TTBK1"
"3179","PPP2R1B"
"3180","LARGE2"
"3181","AHRR"
"3182","VIPR2"
"3183","DEC1"
"3184","KRT86"
"3185","NAV2"
"3186","KHDRBS2"
"3187","LMNB1"
"3188","ICAM3"
"3189","SLC18B1"
"3190","EDAR"
"3191","AHR"
"3192","OVOL2"
"3193","PLB1"
"3194","SEMA5A"
"3195","P4HA3"
"3196","ZNF75A"
"3197","SPATC1"
"3198","RBP1"
"3199","L3MBTL4"
"3200","WAS"
"3201","RIPOR1"
"3202","ZNF568"
"3203","NTM"
"3204","PAQR5"
"3205","DEPDC1"
"3206","TRIM5"
"3207","CDT1"
"3208","LRFN4"
"3209","CSRNP1"
"3210","SNX21"
"3211","RGS14"
"3212","CD276"
"3213","MSI2"
"3214","IGF2BP3"
"3215","CMTM1"
"3216","PARP14"
"3217","OSR1"
"3218","EHD3"
"3219","MELK"
"3220","RPGR"
"3221","TBX3"
"3222","ARHGEF26"
"3223","SLC5A5"
"3224","SYNGR3"
"3225","SHISA8"
"3226","LRRN1"
"3227","PKD1L1"
"3228","PTPRO"
"3229","HIST1H3H"
"3230","GPR4"
"3231","FARP1"
"3232","KIF18A"
"3233","PLA2G6"
"3234","GCNT2"
"3235","STON2"
"3236","SLC31A2"
"3237","MSRA"
"3238","SLC25A45"
"3239","ANXA3"
"3240","SNTB2"
"3241","EFNA5"
"3242","FES"
"3243","FAM110B"
"3244","SNCB"
"3245","CHPF"
"3246","HIST1H1E"
"3247","PLA2G4C"
"3248","ARHGAP27"
"3249","DBN1"
"3250","GALC"
"3251","C1orf21"
"3252","KCND2"
"3253","BTN3A1"
"3254","FAS"
"3255","LGALS9"
"3256","ISYNA1"
"3257","DDHD1"
"3258","EXPH5"
"3259","FGF10"
"3260","KLHL33"
"3261","DAAM1"
"3262","SPIRE2"
"3263","SESN3"
"3264","EPHX3"
"3265","TIMM8A"
"3266","HID1"
"3267","PITPNC1"
"3268","SIPA1"
"3269","FCGR1B"
"3270","VSNL1"
"3271","FER"
"3272","CHN1"
"3273","WLS"
"3274","MKNK2"
"3275","AACS"
"3276","PLEKHA7"
"3277","POLQ"
"3278","SHISAL2A"
"3279","STARD5"
"3280","RAB15"
"3281","UVRAG"
"3282","CAMSAP3"
"3283","GFOD2"
"3284","MSANTD2"
"3285","ALPK2"
"3286","AASS"
"3287","GSTA4"
"3288","TSPAN9"
"3289","PCLAF"
"3290","IRAK3"
"3291","TCAP"
"3292","HOXC8"
"3293","MTERF4"
"3294","TESC"
"3295","RNF19B"
"3296","ASMT"
"3297","MAGI1"
"3298","SLC2A13"
"3299","BHMT2"
"3300","PLD1"
"3301","TUBB4B"
"3302","HELZ2"
"3303","PFN2"
"3304","HACD1"
"3305","ADAMTS8"
"3306","TMEM263"
"3307","SLC2A9"
"3308","FMO1"
"3309","HLX"
"3310","IL17B"
"3311","STK38L"
"3312","MICAL3"
"3313","MVK"
"3314","DDX58"
"3315","SHB"
"3316","EVA1C"
"3317","SPIN4"
"3318","ZNF483"
"3319","EPB41L1"
"3320","SGPP1"
"3321","HEMK1"
"3322","HSD17B11"
"3323","FOXN1"
"3324","SLC1A2"
"3325","JARID2"
"3326","CBX4"
"3327","FBF1"
"3328","GPR35"
"3329","S1PR4"
"3330","TRDMT1"
"3331","GDPD5"
"3332","ST3GAL2"
"3333","GAPT"
"3334","CLCA2"
"3335","SECTM1"
"3336","PCDHB16"
"3337","MED18"
"3338","DDX60"
"3339","PRSS35"
"3340","RAB3IL1"
"3341","WDR17"
"3342","LRIG1"
"3343","FAM219A"
"3344","CORO7"
"3345","LRRC2"
"3346","BDH1"
"3347","MTHFD1L"
"3348","ERP27"
"3349","FUT8"
"3350","FJX1"
"3351","TTC39A"
"3352","GNGT2"
"3353","SOWAHA"
"3354","SH2B2"
"3355","CCDC85C"
"3356","SLC39A14"
"3357","MAST4"
"3358","NOD2"
"3359","HSPH1"
"3360","ARHGAP44"
"3361","DHRS3"
"3362","GPR156"
"3363","TRAF4"
"3364","ZEB1"
"3365","CKAP2"
"3366","PIP4K2A"
"3367","HECTD2"
"3368","CEP68"
"3369","RBMS3"
"3370","CARD16"
"3371","AKAP7"
"3372","C1orf112"
"3373","GRIK2"
"3374","MAN2B1"
"3375","BAIAP2L1"
"3376","PYGM"
"3377","FAM3B"
"3378","ABTB1"
"3379","PTGR1"
"3380","USP20"
"3381","RCBTB2"
"3382","KCNH3"
"3383","SEC14L2"
"3384","TMEM51"
"3385","CDH4"
"3386","USP6NL"
"3387","RCCD1"
"3388","GATM"
"3389","AKAP5"
"3390","EPB41"
"3391","LYPD6B"
"3392","ICA1"
"3393","SERPINA5"
"3394","LIG4"
"3395","KCNAB1"
"3396","RAP1GAP2"
"3397","ST3GAL6"
"3398","JAK2"
"3399","PTK7"
"3400","MCM6"
"3401","SPTBN2"
"3402","TTC39B"
"3403","HOXB4"
"3404","FBLN7"
"3405","HTR1D"
"3406","BCOR"
"3407","ACSS1"
"3408","LRRK1"
"3409","SLC29A3"
"3410","TGFB2"
"3411","RNF165"
"3412","ZFP3"
"3413","GAS2L3"
"3414","BMP7"
"3415","HABP4"
"3416","CCDC85B"
"3417","MAP1LC3B"
"3418","RHOBTB3"
"3419","ANXA2R"
"3420","TDP2"
"3421","MAML3"
"3422","KCTD13"
"3423","SIGLEC7"
"3424","IL27RA"
"3425","JAZF1"
"3426","AC073111.4"
"3427","TTLL9"
"3428","CDC42SE2"
"3429","RARA"
"3430","RFLNB"
"3431","ETV1"
"3432","MRTFB"
"3433","OGFRL1"
"3434","RUSC2"
"3435","PVR"
"3436","SLC9A9"
"3437","NAB2"
"3438","SCLT1"
"3439","KCNIP2"
"3440","KCNA5"
"3441","UNC5C"
"3442","KIAA0040"
"3443","DENND5B"
"3444","PNMA1"
"3445","PRKCE"
"3446","DTX3"
"3447","CTRC"
"3448","UGDH"
"3449","BRSK1"
"3450","RPA4"
"3451","DMTN"
"3452","TEKT2"
"3453","TP73"
"3454","LINS1"
"3455","RNASET2"
"3456","ARHGAP31"
"3457","SAMD4A"
"3458","DTX4"
"3459","GLYCTK"
"3460","SDF2L1"
"3461","STK39"
"3462","MARC1"
"3463","SPSB1"
"3464","ERCC6"
"3465","TEAD4"
"3466","TTF2"
"3467","MARCH2"
"3468","CNTN3"
"3469","TRANK1"
"3470","PGM3"
"3471","POU5F2"
"3472","ME3"
"3473","ESRRA"
"3474","ARSI"
"3475","UBE2L6"
"3476","VAV2"
"3477","DPH6"
"3478","SGTB"
"3479","CDKL5"
"3480","ST3GAL1"
"3481","SNRNP25"
"3482","SNX9"
"3483","DDR2"
"3484","INTS4"
"3485","TRMO"
"3486","SOBP"
"3487","SAP25"
"3488","SHOX2"
"3489","EFS"
"3490","BRF1"
"3491","KRT14"
"3492","CEL"
"3493","PKP1"
"3494","TSPAN1"
"3495","CSTB"
"3496","VIPR1"
"3497","GLUL"
"3498","CA3"
"3499","MAP1LC3A"
"3500","DUSP1"
"3501","ELOVL2"
"3502","C1orf74"
"3503","LINGO4"
"3504","S100A2"
"3505","LSP1"
"3506","LTB4R"
"3507","GSDMC"
"3508","HRC"
"3509","BLMH"
"3510","TMEM238L"
"3511","CYP4Z1"
"3512","SOX8"
"3513","AKNA"
"3514","CENPT"
"3515","CYP4F2"
"3516","KLHL14"
"3517","DRP2"
"3518","EID3"
"3519","DMBT1"
"3520","SLITRK6"
"3521","MPO"
"3522","SCN4A"
"3523","ARHGDIB"
"3524","ESPNL"
"3525","ITIH1"
"3526","HIST1H2BB"
"3527","C2CD4A"
"3528","PDZD3"
"3529","PHLDA2"
"3530","FCN3"
"3531","KCNH8"
"3532","ZNF681"
"3533","KLHL41"
"3534","MYH14"
"3535","SPEGNB"
"3536","KCNT2"
"3537","MYO6"
"3538","DDN"
"3539","TNFRSF25"
"3540","PHF24"
"3541","PTPRH"
"3542","WNK4"
"3543","TRIM50"
"3544","ZNF648"
"3545","OCLN"
"3546","CAPG"
"3547","CDA"
"3548","CDKL2"
"3549","ITGB4"
"3550","ABLIM3"
"3551","JAG1"
"3552","THEM5"
"3553","GTSF1L"
"3554","ZNF165"
"3555","OLIG1"
"3556","DTX1"
"3557","ABHD5"
"3558","PLEKHB1"
"3559","SIM2"
"3560","HAS1"
"3561","NYAP2"
"3562","CDH22"
"3563","GATA1"
"3564","CPNE7"
"3565","SLC26A4"
"3566","UPK1A"
"3567","SCUBE3"
"3568","PCDHA6"
"3569","MICAL1"
"3570","PENK"
"3571","PXDNL"
"3572","EPS8L2"
"3573","FOXD4L5"
"3574","RAD51AP2"
"3575","TUBA1C"
"3576","GNG4"
"3577","TTC16"
"3578","SLCO1C1"
"3579","PRTG"
"3580","CRHBP"
"3581","GREB1"
"3582","HAP1"
"3583","ARNTL2"
"3584","ACTN3"
"3585","FAM83E"
"3586","GABRD"
"3587","PLD3"
"3588","ITGA10"
"3589","PDE6G"
"3590","CSNK2A2"
"3591","ASIC4"
"3592","B3GAT1"
"3593","DNAH8"
"3594","NPAS4"
"3595","EEF1A2"
"3596","PABPN1L"
"3597","FTH1"
"3598","TM7SF2"
"3599","PRAM1"
"3600","DNLZ"
"3601","FAT2"
"3602","CXCL17"
"3603","PTPN5"
"3604","TMPRSS4"
"3605","RGS22"
"3606","JPH3"
"3607","STX4"
"3608","C4orf50"
"3609","CELF2"
"3610","RAMP1"
"3611","TIGD4"
"3612","SLC44A4"
"3613","LY6D"
"3614","ANKRD30BL"
"3615","GPC3"
"3616","LILRA2"
"3617","NTN3"
"3618","DMRT3"
"3619","BEST4"
"3620","CABP1"
"3621","SCN3A"
"3622","SLC6A15"
"3623","GRB7"
"3624","HTRA4"
"3625","SLC26A7"
"3626","ARL14"
"3627","CACNA1I"
"3628","PLEKHD1"
"3629","HKDC1"
"3630","CKS2"
"3631","TACSTD2"
"3632","ACY3"
"3633","TRPM3"
"3634","UTS2"
"3635","RAET1E"
"3636","GSTM3"
"3637","FLRT2"
"3638","IL20RB"
"3639","TRIM72"
"3640","TJP3"
"3641","CYP26C1"
"3642","C12orf74"
"3643","PPFIBP1"
"3644","GRAMD1C"
"3645","EVL"
"3646","CDHR4"
"3647","SYNDIG1L"
"3648","CYP4F11"
"3649","ZC3H12A"
"3650","ADAM15"
"3651","TAF7L"
"3652","TINF2"
"3653","AKR1C3"
"3654","HMGCR"
"3655","GPR162"
"3656","IL17RB"
"3657","DPYD"
"3658","BARX2"
"3659","PCDHA12"
"3660","INSRR"
"3661","FER1L6"
"3662","PRSS36"
"3663","KDM6B"
"3664","CLSTN2"
"3665","LNX1"
"3666","MAF"
"3667","PPEF2"
"3668","SYNE3"
"3669","C8orf89"
"3670","ECRG4"
"3671","CBARP"
"3672","IRF6"
"3673","TTLL10"
"3674","FFAR4"
"3675","JPH2"
"3676","PLBD1"
"3677","STARD4"
"3678","TENM1"
"3679","SLC27A2"
"3680","ADCY7"
"3681","C17orf67"
"3682","MDK"
"3683","CRMP1"
"3684","CYS1"
"3685","C4orf19"
"3686","AATK"
"3687","RAB38"
"3688","DLGAP2"
"3689","SNTG1"
"3690","ATF5"
"3691","ADGRD1"
"3692","MAP2K3"
"3693","CEBPE"
"3694","PFKFB4"
"3695","NAALADL2"
"3696","ZFAT"
"3697","FRMPD1"
"3698","DLGAP1"
"3699","MUSTN1"
"3700","ALOX15B"
"3701","NCKAP5"
"3702","TUBA4A"
"3703","CLEC18C"
"3704","TRPA1"
"3705","VAX2"
"3706","IGFL2"
"3707","GRPR"
"3708","ACSL6"
"3709","NLRC4"
"3710","OGDHL"
"3711","PCDHA7"
"3712","OR52B2"
"3713","ST3GAL4"
"3714","TMEM95"
"3715","NR3C2"
"3716","PARD6B"
"3717","ZFP36"
"3718","NKX3-1"
"3719","RNF180"
"3720","GRIN3A"
"3721","TRIM22"
"3722","C10orf55"
"3723","MAP2"
"3724","ACOT12"
"3725","ECT2"
"3726","GPR25"
"3727","KCNG1"
"3728","NMNAT2"
"3729","HEATR4"
"3730","FAM183A"
"3731","CDH1"
"3732","SLC25A53"
"3733","HLF"
"3734","MSTN"
"3735","RHOF"
"3736","KCTD11"
"3737","RYR2"
"3738","CPEB4"
"3739","S100Z"
"3740","TAFA5"
"3741","EPAS1"
"3742","POPDC3"
"3743","SHOC1"
"3744","HGFAC"
"3745","GCKR"
"3746","ENKUR"
"3747","SMIM17"
"3748","NEXN"
"3749","SNORC"
"3750","MYOM1"
"3751","PLEKHG4B"
"3752","PLSCR2"
"3753","APOA1"
"3754","GPR55"
"3755","CFAP69"
"3756","PRXL2A"
"3757","OVCH2"
"3758","ATP6V1G2"
"3759","SYN2"
"3760","CALML6"
"3761","FAM221B"
"3762","ABCA13"
"3763","ADGRG1"
"3764","SLC16A12"
"3765","TMEM59L"
"3766","AIRE"
"3767","SOX6"
"3768","FGF11"
"3769","HIC1"
"3770","TSHZ2"
"3771","FOXD1"
"3772","GRIA3"
"3773","MYH3"
"3774","HSD11B2"
"3775","STXBP5"
"3776","ADGRL3"
"3777","NWD2"
"3778","EHF"
"3779","HIST1H2AE"
"3780","RAPGEFL1"
"3781","LEF1"
"3782","KIAA1549"
"3783","AP1S3"
"3784","FOXA3"
"3785","GAS6"
"3786","B3GNT3"
"3787","MET"
"3788","ZNF831"
"3789","HEATR9"
"3790","DUSP23"
"3791","HSD17B6"
"3792","RIC3"
"3793","ANKK1"
"3794","BICC1"
"3795","NTNG1"
"3796","ST8SIA6"
"3797","WWTR1"
"3798","KIF4A"
"3799","C11orf21"
"3800","COL4A6"
"3801","CRYM"
"3802","RNF144A"
"3803","GALNT13"
"3804","PIK3C2B"
"3805","CELSR1"
"3806","SYTL1"
"3807","CSRP1"
"3808","MEGF10"
"3809","MSRB3"
"3810","NCEH1"
"3811","MAN1A1"
"3812","HTR2B"
"3813","GCNT4"
"3814","LRP1B"
"3815","SLC2A4"
"3816","VSIG1"
"3817","MPIG6B"
"3818","ROPN1L"
"3819","IQCN"
"3820","ZNF80"
"3821","DBNDD1"
"3822","SH3TC2"
"3823","GABBR1"
"3824","RNF43"
"3825","NOX5"
"3826","B3GNT7"
"3827","OMD"
"3828","CCDC39"
"3829","PTGER2"
"3830","NKX6-3"
"3831","CCDC178"
"3832","RAB27B"
"3833","KCNJ5"
"3834","PVALB"
"3835","ZNF552"
"3836","OR2AG2"
"3837","TMEM132C"
"3838","ADGRG6"
"3839","FLNB"
"3840","MIA"
"3841","KCNQ3"
"3842","VMO1"
"3843","LYPD1"
"3844","LONRF1"
"3845","SMOC1"
"3846","EVA1A"
"3847","CPQ"
"3848","HSF4"
"3849","TSPAN6"
"3850","PABPC5"
"3851","GALNT10"
"3852","VHLL"
"3853","RGS6"
"3854","TSPAN2"
"3855","PCDHA3"
"3856","BST1"
"3857","CATSPERB"
"3858","UNC5A"
"3859","CCDC65"
"3860","PARD3B"
"3861","CAV2"
"3862","C20orf202"
"3863","TOGARAM2"
"3864","BMP1"
"3865","NUAK2"
"3866","B3GNT5"
"3867","ZNF83"
"3868","ADRA1D"
"3869","ABCC5"
"3870","NRCAM"
"3871","EML6"
"3872","SPTSSB"
"3873","TREML2"
"3874","B3GALT5"
"3875","RSPO4"
"3876","KIFC2"
"3877","HOXB6"
"3878","SOX15"
"3879","RGMB"
"3880","TAL2"
"3881","FAM71F1"
"3882","DSTN"
"3883","WWOX"
"3884","CNN3"
"3885","GNS"
"3886","BEGAIN"
"3887","GNG8"
"3888","INSYN1"
"3889","CD1D"
"3890","DLL3"
"3891","LIME1"
"3892","C4orf47"
"3893","ALDH1L1"
"3894","KCNB1"
"3895","MYL3"
"3896","PLD2"
"3897","AGMO"
"3898","TNFSF11"
"3899","OBSL1"
"3900","RAB31"
"3901","CCDC168"
"3902","PRR19"
"3903","OMG"
"3904","SOWAHC"
"3905","DNMT3A"
"3906","SRL"
"3907","PPARGC1A"
"3908","FOXO1"
"3909","PTGES"
"3910","CSKMT"
"3911","ZNF423"
"3912","ARSF"
"3913","RBBP6"
"3914","AJAP1"
"3915","RBM24"
"3916","STMN2"
"3917","BLACAT1"
"3918","DIXDC1"
"3919","TMEM178B"
"3920","LILRB4"
"3921","SELENOM"
"3922","TEX9"
"3923","MN1"
"3924","CASZ1"
"3925","SMTNL2"
"3926","ZNF703"
"3927","CX3CR1"
"3928","LRRC17"
"3929","ZACN"
"3930","CHD7"
"3931","IER5L"
"3932","KLLN"
"3933","LPCAT2"
"3934","LONRF2"
"3935","ARRDC3"
"3936","RBM47"
"3937","ATP10A"
"3938","EPB41L4A"
"3939","TMEM131L"
"3940","HGD"
"3941","ITPRIPL1"
"3942","ANGPT4"
"3943","PDE6B"
"3944","PIM3"
"3945","EOGT"
"3946","OIT3"
"3947","GLYATL2"
"3948","FAM78B"
"3949","RNFT2"
"3950","ARHGAP8"
"3951","FGF2"
"3952","FNBP1"
"3953","CACNB1"
